time_stamp,Requested File,Lifetime
10098,22.0,12.0
10098,24.0,2.0
10099,13.0,12.0
10099,9.0,2.0
10100,9.0,2.0
10101,25.0,12.0
10102,23.0,2.0
10102,24.0,2.0
10103,9.0,2.0
10104,31.0,2.0
10104,2.0,12.0
10106,1.0,12.0
10106,19.0,10.0
10107,24.0,2.0
10108,35.0,12.0
10109,8.0,2.0
10110,31.0,2.0
10110,30.0,12.0
10111,5.0,12.0
10112,23.0,2.0
10112,21.0,2.0
10113,9.0,2.0
10113,36.0,6.0
10114,2.0,12.0
10115,23.0,2.0
10116,35.0,12.0
10117,22.0,12.0
10118,4.0,12.0
10121,25.0,12.0
10122,1.0,12.0
10122,24.0,2.0
10124,9.0,2.0
10126,31.0,2.0
10126,8.0,2.0
10127,9.0,2.0
10127,9.0,2.0
10128,25.0,12.0
10129,21.0,2.0
10130,1.0,12.0
10131,35.0,12.0
10132,16.0,13.0
10132,24.0,2.0
10133,24.0,2.0
10134,13.0,12.0
10135,9.0,2.0
10135,24.0,2.0
10136,21.0,2.0
10137,29.0,7.0
10138,31.0,2.0
10139,2.0,12.0
10140,8.0,2.0
10141,17.0,8.0
10141,40.0,5.0
10142,7.0,3.0
10143,9.0,2.0
10143,21.0,2.0
10144,35.0,12.0
10145,8.0,2.0
10146,23.0,2.0
10146,21.0,2.0
10147,22.0,12.0
10148,31.0,2.0
10149,23.0,2.0
10149,5.0,12.0
10150,9.0,2.0
10150,24.0,2.0
10152,39.0,10.0
10152,9.0,2.0
10154,31.0,2.0
10154,21.0,2.0
10155,24.0,2.0
10156,23.0,2.0
10157,9.0,2.0
10158,9.0,2.0
10158,24.0,2.0
10159,40.0,5.0
10159,4.0,12.0
10160,38.0,5.0
10161,31.0,2.0
10161,24.0,2.0
10162,30.0,12.0
10162,9.0,2.0
10163,13.0,12.0
10164,31.0,2.0
10164,24.0,2.0
10165,23.0,2.0
10166,38.0,5.0
10167,25.0,12.0
10167,35.0,12.0
10168,23.0,2.0
10168,2.0,12.0
10169,31.0,2.0
10170,24.0,2.0
10170,21.0,2.0
10171,23.0,2.0
10172,17.0,8.0
10172,24.0,2.0
10173,8.0,2.0
10174,9.0,2.0
10176,22.0,12.0
10176,34.0,6.0
10177,23.0,2.0
10177,9.0,2.0
10178,2.0,12.0
10179,9.0,2.0
10179,21.0,2.0
10180,27.0,6.0
10181,1.0,12.0
10181,32.0,6.0
10182,8.0,2.0
10183,21.0,2.0
10184,23.0,2.0
10184,35.0,12.0
10185,8.0,2.0
10186,31.0,2.0
10186,5.0,12.0
10187,13.0,12.0
10187,9.0,2.0
10188,24.0,2.0
10189,31.0,2.0
10189,1.0,12.0
10190,40.0,5.0
10191,24.0,2.0
10191,19.0,10.0
10192,2.0,12.0
10194,1.0,12.0
10194,9.0,2.0
10195,25.0,12.0
10196,10.0,4.0
10197,24.0,2.0
10198,31.0,2.0
10198,2.0,12.0
10199,9.0,2.0
10200,9.0,2.0
10200,6.0,8.0
10201,24.0,2.0
10202,13.0,12.0
10202,8.0,2.0
10203,30.0,12.0
10204,9.0,2.0
10204,21.0,2.0
10205,12.0,10.0
10205,4.0,12.0
10206,5.0,12.0
10207,22.0,12.0
10207,35.0,12.0
10208,38.0,5.0
10209,24.0,2.0
10210,13.0,12.0
10211,31.0,2.0
10212,24.0,2.0
10213,35.0,12.0
10213,3.0,3.0
10214,1.0,12.0
10215,24.0,2.0
10215,8.0,2.0
10216,23.0,2.0
10216,31.0,2.0
10217,19.0,10.0
10217,4.0,12.0
10218,9.0,2.0
10218,21.0,2.0
10219,37.0,11.0
10220,6.0,8.0
10221,31.0,2.0
10221,24.0,2.0
10222,24.0,2.0
10223,2.0,12.0
10224,25.0,12.0
10225,23.0,2.0
10226,40.0,5.0
10226,24.0,2.0
10228,13.0,12.0
10229,21.0,2.0
10230,35.0,12.0
10231,24.0,2.0
10232,9.0,2.0
10232,9.0,2.0
10233,23.0,2.0
10233,21.0,2.0
10234,31.0,2.0
10234,20.0,10.0
10235,24.0,2.0
10236,23.0,2.0
10236,5.0,12.0
10237,24.0,2.0
10237,21.0,2.0
10238,22.0,12.0
10238,2.0,12.0
10239,9.0,2.0
10239,35.0,12.0
10240,31.0,2.0
10240,24.0,2.0
10241,23.0,2.0
10242,24.0,2.0
10242,8.0,2.0
10243,9.0,2.0
10243,6.0,8.0
10244,24.0,2.0
10245,1.0,12.0
10246,1.0,12.0
10246,10.0,4.0
10247,31.0,2.0
10247,8.0,2.0
10248,24.0,2.0
10248,37.0,11.0
10249,9.0,2.0
10249,24.0,2.0
10250,21.0,2.0
10251,27.0,6.0
10251,2.0,12.0
10252,25.0,12.0
10252,24.0,2.0
10253,29.0,7.0
10253,8.0,2.0
10254,24.0,2.0
10255,23.0,2.0
10255,5.0,12.0
10256,4.0,12.0
10257,24.0,2.0
10258,9.0,2.0
10258,32.0,6.0
10259,35.0,12.0
10260,23.0,2.0
10261,8.0,2.0
10262,22.0,12.0
10262,36.0,6.0
10264,10.0,4.0
10266,9.0,2.0
10266,2.0,12.0
10267,35.0,12.0
10268,25.0,12.0
10269,31.0,2.0
10270,6.0,8.0
10271,24.0,2.0
10271,14.0,6.0
10272,9.0,2.0
10273,9.0,2.0
10273,21.0,2.0
10274,23.0,2.0
10274,24.0,2.0
10275,22.0,12.0
10275,5.0,12.0
10276,35.0,12.0
10277,8.0,2.0
10277,9.0,2.0
10278,24.0,2.0
10279,9.0,2.0
10279,4.0,12.0
10280,13.0,12.0
10280,28.0,11.0
10281,31.0,2.0
10281,21.0,2.0
10282,2.0,12.0
10283,25.0,12.0
10283,8.0,2.0
10284,21.0,2.0
10285,9.0,2.0
10287,24.0,2.0
10288,21.0,2.0
10289,23.0,2.0
10289,8.0,2.0
10290,31.0,2.0
10291,24.0,2.0
10291,21.0,2.0
10292,1.0,12.0
10292,35.0,12.0
10294,31.0,2.0
10296,35.0,12.0
10296,24.0,2.0
10298,22.0,12.0
10298,21.0,2.0
10299,8.0,2.0
10300,2.0,12.0
10301,26.0,12.0
10301,4.0,12.0
10302,38.0,5.0
10303,23.0,2.0
10303,21.0,2.0
10304,24.0,2.0
10304,8.0,2.0
10305,28.0,11.0
10305,9.0,2.0
10306,9.0,2.0
10306,34.0,6.0
10308,24.0,2.0
10308,7.0,3.0
10309,31.0,2.0
10309,24.0,2.0
10310,9.0,2.0
10310,21.0,2.0
10311,5.0,12.0
10312,1.0,12.0
10312,35.0,12.0
10313,31.0,2.0
10313,24.0,2.0
10314,25.0,12.0
10314,5.0,12.0
10315,23.0,2.0
10316,32.0,6.0
10316,9.0,2.0
10317,37.0,11.0
10318,24.0,2.0
10319,22.0,12.0
10319,2.0,12.0
10320,31.0,2.0
10320,4.0,12.0
10321,9.0,2.0
10322,3.0,3.0
10323,25.0,12.0
10323,24.0,2.0
10324,8.0,2.0
10325,9.0,2.0
10325,21.0,2.0
10327,1.0,12.0
10328,8.0,2.0
10328,5.0,12.0
10329,9.0,2.0
10330,2.0,12.0
10331,31.0,2.0
10332,9.0,2.0
10332,4.0,12.0
10333,13.0,12.0
10333,24.0,2.0
10334,23.0,2.0
10334,26.0,12.0
10335,7.0,3.0
10335,35.0,12.0
10336,25.0,12.0
10336,8.0,2.0
10337,1.0,12.0
10338,24.0,2.0
10339,20.0,10.0
10339,12.0,10.0
10340,24.0,2.0
10340,32.0,6.0
10341,24.0,2.0
10343,22.0,12.0
10343,21.0,2.0
10344,14.0,6.0
10344,8.0,2.0
10345,23.0,2.0
10345,24.0,2.0
10346,9.0,2.0
10347,24.0,2.0
10347,21.0,2.0
10348,4.0,12.0
10349,23.0,2.0
10349,2.0,12.0
10350,18.0,9.0
10350,24.0,2.0
10352,32.0,6.0
10352,5.0,12.0
10353,29.0,7.0
10353,9.0,2.0
10354,23.0,2.0
10354,8.0,2.0
10356,6.0,8.0
10357,24.0,2.0
10357,3.0,3.0
10358,9.0,2.0
10358,6.0,8.0
10359,13.0,12.0
10359,8.0,2.0
10360,25.0,12.0
10360,35.0,12.0
10361,24.0,2.0
10362,30.0,12.0
10363,22.0,12.0
10363,9.0,2.0
10364,1.0,12.0
10364,8.0,2.0
10365,24.0,2.0
10365,2.0,12.0
10366,13.0,12.0
10366,7.0,3.0
10367,20.0,10.0
10368,9.0,2.0
10368,21.0,2.0
10369,31.0,2.0
10370,24.0,2.0
10370,24.0,2.0
10371,12.0,10.0
10372,23.0,2.0
10372,21.0,2.0
10373,10.0,4.0
10373,9.0,2.0
10374,22.0,12.0
10374,39.0,10.0
10375,2.0,12.0
10375,5.0,12.0
10376,11.0,10.0
10376,19.0,10.0
10377,25.0,12.0
10377,27.0,6.0
10378,33.0,9.0
10378,8.0,2.0
10379,23.0,2.0
10379,4.0,12.0
10380,22.0,12.0
10380,13.0,12.0
10381,24.0,2.0
10382,23.0,2.0
10383,13.0,12.0
10383,32.0,6.0
10384,1.0,12.0
10385,21.0,2.0
10387,24.0,2.0
10387,5.0,12.0
10388,9.0,2.0
10389,23.0,2.0
10389,35.0,12.0
10390,25.0,12.0
10390,9.0,2.0
10391,30.0,12.0
10391,2.0,12.0
10393,23.0,2.0
10395,8.0,2.0
10396,1.0,12.0
10398,40.0,5.0
10398,33.0,9.0
10399,24.0,2.0
10399,9.0,2.0
10400,9.0,2.0
10401,31.0,2.0
10402,21.0,2.0
10403,23.0,2.0
10403,35.0,12.0
10404,25.0,12.0
10405,39.0,10.0
10405,8.0,2.0
10406,22.0,12.0
10407,7.0,3.0
10407,4.0,12.0
10409,24.0,2.0
10409,8.0,2.0
10410,23.0,2.0
10410,21.0,2.0
10411,5.0,12.0
10412,35.0,12.0
10413,24.0,2.0
10413,32.0,6.0
10414,6.0,8.0
10414,2.0,12.0
10415,13.0,12.0
10416,1.0,12.0
10417,9.0,2.0
10418,4.0,12.0
10419,38.0,5.0
10419,21.0,2.0
10420,9.0,2.0
10420,24.0,2.0
10421,8.0,2.0
10422,7.0,3.0
10423,27.0,6.0
10423,2.0,12.0
10424,13.0,12.0
10424,24.0,2.0
10425,22.0,12.0
10426,31.0,2.0
10426,8.0,2.0
10427,9.0,2.0
10427,9.0,2.0
10428,4.0,12.0
10429,1.0,12.0
10429,24.0,2.0
10430,22.0,12.0
10432,9.0,2.0
10432,5.0,12.0
10433,13.0,12.0
10433,9.0,2.0
10434,7.0,3.0
10435,9.0,2.0
10436,36.0,6.0
10436,40.0,5.0
10437,35.0,12.0
10438,2.0,12.0
10439,9.0,2.0
10440,22.0,12.0
10440,25.0,12.0
10441,9.0,2.0
10441,14.0,6.0
10442,23.0,2.0
10442,24.0,2.0
10444,13.0,12.0
10444,20.0,10.0
10445,25.0,12.0
10445,5.0,12.0
10446,39.0,10.0
10446,9.0,2.0
10447,23.0,2.0
10447,24.0,2.0
10448,1.0,12.0
10449,21.0,2.0
10450,4.0,12.0
10452,24.0,2.0
10452,8.0,2.0
10453,22.0,12.0
10454,9.0,2.0
10454,5.0,12.0
10455,25.0,12.0
10455,21.0,2.0
10456,2.0,12.0
10458,24.0,2.0
10460,13.0,12.0
10460,8.0,2.0
10461,24.0,2.0
10463,31.0,2.0
10463,35.0,12.0
10464,5.0,12.0
10466,22.0,12.0
10466,20.0,10.0
10467,28.0,11.0
10468,23.0,2.0
10469,25.0,12.0
10469,35.0,12.0
10470,1.0,12.0
10470,9.0,2.0
10471,31.0,2.0
10471,24.0,2.0
10473,9.0,2.0
10473,38.0,5.0
10474,31.0,2.0
10474,8.0,2.0
10475,5.0,12.0
10476,4.0,12.0
10477,27.0,6.0
10477,37.0,11.0
10478,23.0,2.0
10479,24.0,2.0
10480,10.0,4.0
10480,2.0,12.0
10481,24.0,2.0
10481,35.0,12.0
10483,31.0,2.0
10483,9.0,2.0
10484,9.0,2.0
10485,13.0,12.0
10485,4.0,12.0
10486,21.0,2.0
10487,23.0,2.0
10488,24.0,2.0
10488,35.0,12.0
10490,25.0,12.0
10491,1.0,12.0
10492,31.0,2.0
10492,24.0,2.0
10493,10.0,4.0
10494,24.0,2.0
10494,5.0,12.0
10495,30.0,12.0
10495,2.0,12.0
10496,23.0,2.0
10496,4.0,12.0
10497,22.0,12.0
10498,25.0,12.0
10498,9.0,2.0
10499,21.0,2.0
10501,24.0,2.0
10501,10.0,4.0
10502,1.0,12.0
10502,13.0,12.0
10503,2.0,12.0
10503,9.0,2.0
10504,24.0,2.0
10504,21.0,2.0
10505,35.0,12.0
10505,15.0,5.0
10506,6.0,8.0
10506,24.0,2.0
10507,23.0,2.0
10508,5.0,12.0
10509,25.0,12.0
10509,21.0,2.0
10510,35.0,12.0
10511,9.0,2.0
10512,31.0,2.0
10512,24.0,2.0
10513,4.0,12.0
10514,1.0,12.0
10515,21.0,2.0
10516,9.0,2.0
10516,8.0,2.0
10517,13.0,12.0
10518,31.0,2.0
10518,35.0,12.0
10519,9.0,2.0
10519,8.0,2.0
10520,23.0,2.0
10521,2.0,12.0
10522,22.0,12.0
10523,23.0,2.0
10523,14.0,6.0
10524,31.0,2.0
10525,11.0,10.0
10525,9.0,2.0
10526,9.0,2.0
10526,27.0,6.0
10527,6.0,8.0
10528,31.0,2.0
10528,21.0,2.0
10529,9.0,2.0
10531,13.0,12.0
10531,5.0,12.0
10532,9.0,2.0
10532,40.0,5.0
10533,21.0,2.0
10534,8.0,2.0
10535,25.0,12.0
10536,34.0,6.0
10536,6.0,8.0
10537,4.0,12.0
10539,31.0,2.0
10539,7.0,3.0
10540,14.0,6.0
10540,21.0,2.0
10541,9.0,2.0
10541,5.0,12.0
10542,8.0,2.0
10543,31.0,2.0
10544,24.0,2.0
10545,8.0,2.0
10546,24.0,2.0
10547,25.0,12.0
10547,36.0,6.0
10548,38.0,5.0
10549,24.0,2.0
10550,19.0,10.0
10550,22.0,12.0
10551,22.0,12.0
10551,35.0,12.0
10552,9.0,2.0
10553,23.0,2.0
10553,19.0,10.0
10554,24.0,2.0
10555,31.0,2.0
10555,21.0,2.0
10556,9.0,2.0
10557,20.0,10.0
10557,8.0,2.0
10558,4.0,12.0
10558,4.0,12.0
10559,24.0,2.0
10559,2.0,12.0
10560,23.0,2.0
10560,18.0,9.0
10561,28.0,11.0
10562,22.0,12.0
10562,5.0,12.0
10563,23.0,2.0
10563,9.0,2.0
10564,4.0,12.0
10566,25.0,12.0
10566,35.0,12.0
10567,17.0,8.0
10567,21.0,2.0
10568,19.0,10.0
10569,24.0,2.0
10570,26.0,12.0
10571,14.0,6.0
10571,6.0,8.0
10573,24.0,2.0
10573,23.0,2.0
10574,29.0,7.0
10574,5.0,12.0
10575,9.0,2.0
10575,4.0,12.0
10576,31.0,2.0
10578,1.0,12.0
10578,9.0,2.0
10579,6.0,8.0
10579,2.0,12.0
10580,13.0,12.0
10581,5.0,12.0
10581,35.0,12.0
10582,1.0,12.0
10583,23.0,2.0
10583,8.0,2.0
10584,33.0,9.0
10585,23.0,2.0
10586,25.0,12.0
10586,17.0,8.0
10587,31.0,2.0
10587,4.0,12.0
10588,22.0,12.0
10588,9.0,2.0
10589,21.0,2.0
10590,19.0,10.0
10591,23.0,2.0
10591,26.0,12.0
10592,13.0,12.0
10592,21.0,2.0
10593,5.0,12.0
10594,35.0,12.0
10595,31.0,2.0
10595,20.0,10.0
10596,22.0,12.0
10596,24.0,2.0
10597,21.0,2.0
10598,25.0,12.0
10598,8.0,2.0
10599,1.0,12.0
10599,2.0,12.0
10600,31.0,2.0
10601,8.0,2.0
10602,23.0,2.0
10602,24.0,2.0
10604,21.0,2.0
10605,24.0,2.0
10606,23.0,2.0
10607,35.0,12.0
10608,22.0,12.0
10608,9.0,2.0
10609,21.0,2.0
10610,23.0,2.0
10611,32.0,6.0
10611,24.0,2.0
10612,33.0,9.0
10613,24.0,2.0
10614,25.0,12.0
10614,9.0,2.0
10615,9.0,2.0
10615,24.0,2.0
10616,31.0,2.0
10616,21.0,2.0
10617,8.0,2.0
10618,4.0,12.0
10619,23.0,2.0
10619,2.0,12.0
10620,1.0,12.0
10621,22.0,12.0
10621,8.0,2.0
10622,13.0,12.0
10622,4.0,12.0
10623,31.0,2.0
10624,24.0,2.0
10625,28.0,11.0
10625,21.0,2.0
10626,25.0,12.0
10626,5.0,12.0
10627,6.0,8.0
10627,2.0,12.0
10628,9.0,2.0
10629,24.0,2.0
10630,9.0,2.0
10631,31.0,2.0
10631,21.0,2.0
10632,22.0,12.0
10634,24.0,2.0
10634,5.0,12.0
10636,1.0,12.0
10636,24.0,2.0
10637,35.0,12.0
10638,9.0,2.0
10639,9.0,2.0
10639,8.0,2.0
10640,24.0,2.0
10641,4.0,12.0
10642,13.0,12.0
10642,18.0,9.0
10643,1.0,12.0
10643,24.0,2.0
10644,8.0,2.0
10645,12.0,10.0
10645,21.0,2.0
10646,25.0,12.0
10647,31.0,2.0
10647,5.0,12.0
10648,9.0,2.0
10649,24.0,2.0
10649,13.0,12.0
10650,11.0,10.0
10650,2.0,12.0
10652,31.0,2.0
10652,37.0,11.0
10653,23.0,2.0
10653,24.0,2.0
10654,36.0,6.0
10655,22.0,12.0
10655,5.0,12.0
10656,9.0,2.0
10656,8.0,2.0
10657,21.0,2.0
10658,1.0,12.0
10658,2.0,12.0
10659,24.0,2.0
10659,11.0,10.0
10660,13.0,12.0
10660,8.0,2.0
10661,9.0,2.0
10661,9.0,2.0
10662,18.0,9.0
10663,23.0,2.0
10664,4.0,12.0
10665,8.0,2.0
10665,24.0,2.0
10666,31.0,2.0
10668,4.0,12.0
10668,9.0,2.0
10669,24.0,2.0
10669,35.0,12.0
10670,1.0,12.0
10670,24.0,2.0
10671,9.0,2.0
10672,25.0,12.0
10672,21.0,2.0
10673,40.0,5.0
10674,24.0,2.0
10674,1.0,12.0
10675,39.0,10.0
10675,4.0,12.0
10676,9.0,2.0
10677,31.0,2.0
10677,5.0,12.0
10678,13.0,12.0
10679,24.0,2.0
10679,21.0,2.0
10680,22.0,12.0
10680,4.0,12.0
10681,9.0,2.0
10681,9.0,2.0
10682,28.0,11.0
10683,25.0,12.0
10684,1.0,12.0
10684,35.0,12.0
10685,7.0,3.0
10685,21.0,2.0
10686,18.0,9.0
10686,40.0,5.0
10687,13.0,12.0
10687,38.0,5.0
10688,23.0,2.0
10688,24.0,2.0
10689,24.0,2.0
10690,31.0,2.0
10690,21.0,2.0
10691,22.0,12.0
10692,4.0,12.0
10693,6.0,8.0
10693,10.0,4.0
10695,12.0,10.0
10695,9.0,2.0
10696,25.0,12.0
10696,28.0,11.0
10697,9.0,2.0
10698,13.0,12.0
10699,2.0,12.0
10700,1.0,12.0
10701,23.0,2.0
10702,15.0,5.0
10703,31.0,2.0
10703,9.0,2.0
10704,22.0,12.0
10704,35.0,12.0
10705,4.0,12.0
10706,8.0,2.0
10707,21.0,2.0
10708,9.0,2.0
10710,24.0,2.0
10712,25.0,12.0
10714,23.0,2.0
10716,24.0,2.0
10716,39.0,10.0
10717,22.0,12.0
10717,9.0,2.0
10718,5.0,12.0
10719,8.0,2.0
10720,9.0,2.0
10720,2.0,12.0
10722,1.0,12.0
10722,40.0,5.0
10723,8.0,2.0
10724,31.0,2.0
10725,5.0,12.0
10726,15.0,5.0
10727,8.0,2.0
10728,31.0,2.0
10729,13.0,12.0
10730,23.0,2.0
10731,21.0,2.0
10732,18.0,9.0
10732,24.0,2.0
10733,31.0,2.0
10733,18.0,9.0
10734,24.0,2.0
10734,36.0,6.0
10735,1.0,12.0
10735,5.0,12.0
10736,9.0,2.0
10736,35.0,12.0
10737,8.0,2.0
10738,22.0,12.0
10738,4.0,12.0
10739,21.0,2.0
10740,31.0,2.0
10740,8.0,2.0
10741,32.0,6.0
10741,25.0,12.0
10742,19.0,10.0
10742,24.0,2.0
10743,9.0,2.0
10744,8.0,2.0
10745,5.0,12.0
10746,21.0,2.0
10747,12.0,10.0
10748,12.0,10.0
10749,25.0,12.0
10750,23.0,2.0
10750,19.0,10.0
10751,9.0,2.0
10752,24.0,2.0
10753,22.0,12.0
10753,35.0,12.0
10754,21.0,2.0
10755,23.0,2.0
10755,2.0,12.0
10756,31.0,2.0
10757,8.0,2.0
10759,15.0,5.0
10760,25.0,12.0
10760,21.0,2.0
10761,8.0,2.0
10762,24.0,2.0
10762,9.0,2.0
10763,23.0,2.0
10763,24.0,2.0
10764,16.0,13.0
10764,23.0,2.0
10766,26.0,12.0
10767,9.0,2.0
10768,9.0,2.0
10768,21.0,2.0
10769,13.0,12.0
10769,11.0,10.0
10770,17.0,8.0
10771,11.0,10.0
10771,3.0,3.0
10772,9.0,2.0
10772,2.0,12.0
10774,21.0,2.0
10774,18.0,9.0
10775,21.0,2.0
10776,23.0,2.0
10776,9.0,2.0
10778,9.0,2.0
10778,8.0,2.0
10779,1.0,12.0
10779,4.0,12.0
10780,25.0,12.0
10780,35.0,12.0
10781,24.0,2.0
10782,14.0,6.0
10783,15.0,5.0
10783,9.0,2.0
10784,9.0,2.0
10784,5.0,12.0
10785,21.0,2.0
10786,22.0,12.0
10786,39.0,10.0
10787,31.0,2.0
10787,4.0,12.0
10788,9.0,2.0
10789,20.0,10.0
10789,2.0,12.0
10790,13.0,12.0
10790,21.0,2.0
10791,17.0,8.0
10791,8.0,2.0
10792,31.0,2.0
10794,22.0,12.0
10795,24.0,2.0
10796,1.0,12.0
10796,35.0,12.0
10797,7.0,3.0
10797,21.0,2.0
10798,9.0,2.0
10799,9.0,2.0
10800,27.0,6.0
10800,8.0,2.0
10801,22.0,12.0
10802,24.0,2.0
10803,9.0,2.0
10803,24.0,2.0
10804,5.0,12.0
10805,13.0,12.0
10805,35.0,12.0
10806,26.0,12.0
10806,24.0,2.0
10807,31.0,2.0
10808,24.0,2.0
10809,23.0,2.0
10809,8.0,2.0
10810,15.0,5.0
10811,24.0,2.0
10811,9.0,2.0
10812,9.0,2.0
10812,8.0,2.0
10814,1.0,12.0
10815,21.0,2.0
10817,25.0,12.0
10819,24.0,2.0
10820,23.0,2.0
10821,4.0,12.0
10822,22.0,12.0
10822,8.0,2.0
10823,31.0,2.0
10823,9.0,2.0
10824,23.0,2.0
10827,5.0,12.0
10828,21.0,2.0
10829,9.0,2.0
10829,24.0,2.0
10830,16.0,13.0
10831,1.0,12.0
10831,19.0,10.0
10832,24.0,2.0
10832,9.0,2.0
10833,21.0,2.0
10835,9.0,2.0
10836,24.0,2.0
10836,8.0,2.0
10837,2.0,12.0
10838,24.0,2.0
10839,23.0,2.0
10839,21.0,2.0
10840,25.0,12.0
10841,22.0,12.0
10841,29.0,7.0
10842,13.0,12.0
10843,24.0,2.0
10845,24.0,2.0
10845,21.0,2.0
10846,27.0,6.0
10847,10.0,4.0
10847,4.0,12.0
10848,30.0,12.0
10848,10.0,4.0
10849,28.0,11.0
10849,9.0,2.0
10850,18.0,9.0
10851,12.0,10.0
10851,2.0,12.0
10852,1.0,12.0
10852,8.0,2.0
10853,31.0,2.0
10853,21.0,2.0
10854,35.0,12.0
10854,39.0,10.0
10855,9.0,2.0
10855,5.0,12.0
10856,22.0,12.0
10856,9.0,2.0
10857,23.0,2.0
10857,21.0,2.0
10858,25.0,12.0
10860,9.0,2.0
10860,9.0,2.0
10861,1.0,12.0
10861,35.0,12.0
10862,31.0,2.0
10863,12.0,10.0
10864,24.0,2.0
10865,31.0,2.0
10866,12.0,10.0
10867,5.0,12.0
10868,21.0,2.0
10869,31.0,2.0
10869,9.0,2.0
10871,35.0,12.0
10871,4.0,12.0
10872,30.0,12.0
10874,23.0,2.0
10874,24.0,2.0
10875,2.0,12.0
10876,22.0,12.0
10876,25.0,12.0
10877,9.0,2.0
10877,8.0,2.0
10878,13.0,12.0
10879,13.0,12.0
10879,5.0,12.0
10880,8.0,2.0
10881,23.0,2.0
10882,1.0,12.0
10883,27.0,6.0
10883,7.0,3.0
10884,31.0,2.0
10884,24.0,2.0
10886,24.0,2.0
10886,8.0,2.0
10887,25.0,12.0
10888,29.0,7.0
10888,21.0,2.0
10890,13.0,12.0
10891,13.0,12.0
10891,24.0,2.0
10892,22.0,12.0
10892,8.0,2.0
10893,39.0,10.0
10894,23.0,2.0
10894,21.0,2.0
10895,29.0,7.0
10896,12.0,10.0
10896,35.0,12.0
10897,31.0,2.0
10897,8.0,2.0
10898,9.0,2.0
10900,2.0,12.0
10900,21.0,2.0
10901,1.0,12.0
10903,32.0,6.0
10904,30.0,12.0
10905,23.0,2.0
10905,38.0,5.0
10906,31.0,2.0
10906,21.0,2.0
10907,13.0,12.0
10907,9.0,2.0
10908,35.0,12.0
10909,4.0,12.0
10910,24.0,2.0
10911,25.0,12.0
10911,22.0,12.0
10912,31.0,2.0
10912,9.0,2.0
10913,1.0,12.0
10913,24.0,2.0
10914,35.0,12.0
10915,32.0,6.0
10916,22.0,12.0
10916,32.0,6.0
10917,35.0,12.0
10917,3.0,3.0
10918,31.0,2.0
10918,16.0,13.0
10919,23.0,2.0
10920,24.0,2.0
10920,2.0,12.0
10921,13.0,12.0
10921,19.0,10.0
10922,39.0,10.0
10922,4.0,12.0
10923,9.0,2.0
10923,8.0,2.0
10924,25.0,12.0
10924,21.0,2.0
10925,22.0,12.0
10926,31.0,2.0
10926,5.0,12.0
10927,1.0,12.0
10928,23.0,2.0
10928,24.0,2.0
10929,31.0,2.0
10929,35.0,12.0
10930,20.0,10.0
10930,1.0,12.0
10931,13.0,12.0
10931,21.0,2.0
10932,31.0,2.0
10932,9.0,2.0
10933,24.0,2.0
10933,7.0,3.0
10934,33.0,9.0
10935,19.0,10.0
10935,24.0,2.0
10936,9.0,2.0
10936,4.0,12.0
10937,22.0,12.0
10939,23.0,2.0
10939,8.0,2.0
10940,20.0,10.0
10941,9.0,2.0
10941,5.0,12.0
10942,31.0,2.0
10942,8.0,2.0
10943,5.0,12.0
10943,6.0,8.0
10944,9.0,2.0
10944,2.0,12.0
10945,24.0,2.0
10945,24.0,2.0
10946,31.0,2.0
10946,35.0,12.0
10947,22.0,12.0
10949,1.0,12.0
10949,21.0,2.0
10950,31.0,2.0
10950,24.0,2.0
10951,21.0,2.0
10952,18.0,9.0
10953,13.0,12.0
10953,24.0,2.0
10954,10.0,4.0
10954,8.0,2.0
10955,31.0,2.0
10955,9.0,2.0
10956,23.0,2.0
10957,5.0,12.0
10958,24.0,2.0
10958,34.0,6.0
10959,25.0,12.0
10959,21.0,2.0
10960,23.0,2.0
10961,19.0,10.0
10962,31.0,2.0
10963,8.0,2.0
10965,35.0,12.0
10966,9.0,2.0
10967,9.0,2.0
10968,23.0,2.0
10969,22.0,12.0
10969,8.0,2.0
10970,9.0,2.0
10970,9.0,2.0
10971,40.0,5.0
10972,31.0,2.0
10972,6.0,8.0
10973,10.0,4.0
10974,8.0,2.0
10974,24.0,2.0
10975,31.0,2.0
10975,4.0,12.0
10977,35.0,12.0
10978,24.0,2.0
10978,20.0,10.0
10979,1.0,12.0
10979,9.0,2.0
10980,16.0,13.0
10980,21.0,2.0
10981,23.0,2.0
10981,4.0,12.0
10982,4.0,12.0
10982,23.0,2.0
10983,37.0,11.0
10984,22.0,12.0
10984,5.0,12.0
10986,23.0,2.0
10986,35.0,12.0
10988,31.0,2.0
10988,20.0,10.0
10989,8.0,2.0
10990,24.0,2.0
10991,31.0,2.0
10991,9.0,2.0
10992,13.0,12.0
10992,4.0,12.0
10994,2.0,12.0
10994,12.0,10.0
10995,24.0,2.0
10996,31.0,2.0
10996,2.0,12.0
10998,9.0,2.0
10999,21.0,2.0
11000,24.0,2.0
11000,24.0,2.0
11003,23.0,2.0
11003,35.0,12.0
11004,25.0,12.0
11004,24.0,2.0
11005,24.0,2.0
11006,13.0,12.0
11006,20.0,10.0
11007,31.0,2.0
11007,25.0,12.0
11008,22.0,12.0
11008,21.0,2.0
11009,8.0,2.0
11010,23.0,2.0
11010,24.0,2.0
11011,21.0,2.0
11012,31.0,2.0
